1601503223,num0,2020-10-01 00:00:23,44.1478767395,12.2354373932,0,1,2,2,1008.1,23.8,50.5
1601503285,num0,2020-10-01 00:01:25,44.1478767395,12.2354373932,0,2,2,2,1008.2,23.7,50.5
1601503346,num0,2020-10-01 00:02:26,44.1478767395,12.2354373932,0,2,2,2,1008.2,23.8,50.5
1601503408,num0,2020-10-01 00:03:28,44.1478767395,12.2354373932,0,1,2,2,1008.1,23.8,50.5
1601503469,num0,2020-10-01 00:04:29,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.8,50.5
1601503531,num0,2020-10-01 00:05:31,44.1478767395,12.2354373932,0,1,3,2,1008.2,,
1601503592,num0,2020-10-01 00:06:32,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.8,50.5
1601503654,num0,2020-10-01 00:07:34,44.1478767395,12.2354373932,0,2,2,2,1008.2,23.8,50.5
1601503715,num0,2020-10-01 00:08:35,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.7,50.5
1601503777,num0,2020-10-01 00:09:37,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.7,50.5
1601503838,num0,2020-10-01 00:10:38,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.7,50.5
1601503900,num0,2020-10-01 00:11:40,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.8,50.5
1601503961,num0,2020-10-01 00:12:41,44.1478767395,12.2354373932,0,2,3,3,1008.1,23.8,50.5
1601504023,num0,2020-10-01 00:13:43,44.1478767395,12.2354373932,0,2,3,3,1008.1,23.8,50.4
1601504084,num0,2020-10-01 00:14:44,44.1478767395,12.2354373932,0,1,2,2,1008.1,23.8,50.4
1601504146,num0,2020-10-01 00:15:46,44.1478767395,12.2354373932,0,1,2,1,1008.1,23.8,50.4
1601504207,num0,2020-10-01 00:16:47,44.1478767395,12.2354373932,0,1,2,2,1008.1,23.8,50.4
1601504269,num0,2020-10-01 00:17:49,44.1478767395,12.2354373932,0,1,2,2,1008.1,23.8,50.4
1601504330,num0,2020-10-01 00:18:50,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.8,50.4
1601504392,num0,2020-10-01 00:19:52,44.1478767395,12.2354373932,0,2,3,2,1008.1,23.8,50.4
1601504453,num0,2020-10-01 00:20:53,44.1478767395,12.2354373932,0,2,2,2,1008,23.8,50.4
1601504515,num0,2020-10-01 00:21:55,44.1478767395,12.2354373932,0,2,2,2,1008,23.8,50.4
1601504576,num0,2020-10-01 00:22:56,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.8,50.4
1601504638,num0,2020-10-01 00:23:58,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.7,50.3
1601504699,num0,2020-10-01 00:24:59,44.1478767395,12.2354373932,0,2,2,2,1008,23.8,50.3
1601504761,num0,2020-10-01 00:26:01,44.1478767395,12.2354373932,0,2,2,2,1008.1,23.8,50.3
1601504822,num0,2020-10-01 00:27:02,44.1478767395,12.2354373932,0,1,1,1,1008.1,23.8,50.3
1601504884,num0,2020-10-01 00:28:04,44.1478767395,12.2354373932,0,2,2,2,1008,23.8,50.3
1601504945,num0,2020-10-01 00:29:05,44.1478767395,12.2354373932,0,2,2,2,1008,,
1601505007,num0,2020-10-01 00:30:07,44.1478767395,12.2354373932,0,1,2,2,1008,23.8,50.4
1601505068,num0,2020-10-01 00:31:08,44.1478767395,12.2354373932,0,1,2,2,1008,23.7,50.3
1601505130,num0,2020-10-01 00:32:10,44.1478767395,12.2354373932,0,1,2,2,1008,23.7,50.3
1601505191,num0,2020-10-01 00:33:11,44.1478767395,12.2354373932,0,1,2,2,1008,23.8,50.3
1601505253,num0,2020-10-01 00:34:13,44.1478767395,12.2354373932,0,2,2,2,1008,23.7,50.3
